,aac,bwt,fwt,afm,n_tasks,dataset,algo,datetime,dataset_name,agent_name,lr,batch_size,hidden_dim,nepoch,reg_coef,subset_size
60,5.128223775430138,-8.557270821421765,-1.0440212254080674,9.037738853024846,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,10,256,75,100000.0,
61,5.128223775430138,-8.290451686678104,-0.6886153144466011,9.285165681804024,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,256,256,75,10000.0,
45,5.128223775430138,-45.828077064067934,-1.057258376468705,46.39993422437397,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,256,256,75,1000.0,
31,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,64,256,75,100.0,
43,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,64,256,75,10.0,
42,5.128223775430138,-8.36668572517629,-0.6886153144466011,9.337028041202922,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,10,256,75,1000.0,
5,5.128223775430138,-0.6649302246786523,-0.6704170099959427,1.6766684581402176,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,10,256,75,0.1,
13,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,10,256,75,1.0,
14,5.128223775430138,-29.517693683148284,-0.9215134740934678,30.92274563453859,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,64,256,75,1.0,
17,5.128223775430138,-15.568331815711272,-0.8581068398703298,16.259120487274057,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,10,256,75,10.0,
20,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,10,256,75,10.0,
22,5.128223775430138,-53.99090131163148,-0.5023923899698999,55.07076490853881,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,256,256,75,10.0,
25,5.128223775430138,-53.94904901199742,-1.2425695412736353,54.90542512196204,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,64,256,75,100.0,
27,5.128223775430138,-8.36668572517629,-0.6886153144466011,9.337028041202922,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,10,256,75,100.0,
28,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,10,256,75,100.0,
33,5.128223775430138,-8.290451686678104,-0.6886153144466011,9.285165681804024,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,256,256,75,100.0,
35,5.128223775430138,-22.520633259360473,-0.92225381698923,23.154112678265438,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,10,256,75,1000.0,
36,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,64,256,75,1000.0,
37,5.128223775430138,-8.423861254049932,-1.0253156511469377,9.018279814301358,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.01,64,256,75,1000.0,
38,5.128223775430138,-8.290451686678104,-0.6886153144466011,9.285165681804024,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,256,256,75,1000.0,
39,5.128223775430138,-31.875580246005825,-0.9487546040396507,32.56506013338349,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.001,64,256,75,10000.0,
62,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,SI,2020-11-16-07-42-0,gs_split-cub,SI,0.1,10,256,75,100000.0,
14,76.22950684626707,-1.9411829928990665,-0.5576918488144146,2.671340690527815,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,64,256,75,1.0,
9,76.11227501758742,-4.391974976200148,-0.0718958050696688,4.470917151057064,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,10,256,75,1.0,
30,75.91046720604075,-0.6762665888770161,-0.34012614776748723,1.0056599305813971,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,10,256,75,10.0,
1,75.21784449213033,-4.531803519944246,-0.42803101363547247,4.762085615511315,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,10,256,75,0.1,
20,74.41769340442156,-0.2170878022984605,-0.346458823494808,1.031494273960836,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,64,256,75,10.0,
4,73.85265188164789,-6.551035839634977,-0.746747438786405,6.590506927063434,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,64,256,75,0.1,
18,73.5934687578003,-2.28970501915167,-0.9359769235486574,2.481606765457561,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,256,256,75,10.0,
0,73.27687155587839,-8.043911829332506,-0.4601817671269834,8.182060635332112,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,10,256,75,0.1,
27,73.17251479044896,-5.152696214416086,-0.6125357919254003,5.26760802803168,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,256,256,75,1.0,
17,73.11428393183299,-2.628077086222204,-0.5503059447368857,2.83773787549132,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,10,256,75,1.0,
25,72.63412867170662,0.32351084350748416,-1.0955979590125708,0.19063484564095903,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,10,256,75,100.0,
8,72.25523021070134,-7.354457325216095,0.20768224700669372,7.354457325216095,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,256,256,75,0.1,
12,71.89012339962581,-2.0354379857222074,-0.479876904289366,3.555124952659078,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,256,256,75,1.0,
5,68.981244758712,-10.794826561752217,-0.8271526002215388,10.794826561752217,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,256,256,75,0.1,
6,68.6233064209969,-7.915346112952747,-0.4657070724942289,8.048072696191277,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,64,256,75,0.1,
29,62.304853140969655,-11.119318599157177,-0.9267916810187002,11.119318599157177,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,64,256,75,10.0,
23,60.326883855178096,-5.332751436776646,-0.9395136660220591,5.449236805024672,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,64,256,75,100.0,
10,58.206000151995354,-17.909111501101073,-0.44430491565439634,17.909111501101073,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,64,256,75,1.0,
3,56.30301492211963,-20.220171282490373,-0.426600474209213,20.220171282490373,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,64,256,75,0.1,
36,45.59644618652269,-2.8953904767095926,-0.8245543988569826,3.447918736445329,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,64,256,75,1000.0,
22,24.741383408072746,-16.154532666402186,0.351066727925142,16.154532666402186,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,256,256,75,100.0,
39,24.421525221962664,-6.150796321941759,-0.21041105170802343,6.78539099951168,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,256,256,75,1000.0,
2,23.937142025036962,-18.729328591258376,0.4293030071822862,18.729328591258376,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,256,256,75,0.1,
16,23.847683140154764,-18.7297887021497,0.332497666223478,18.7297887021497,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,256,256,75,10.0,
11,23.799852362349064,-18.901777785411625,0.37142338456829643,18.901777785411625,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,256,256,75,1.0,
45,14.484698062818723,-0.3827485684863665,-0.4742865697303141,0.4587047823510968,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,256,256,75,10000.0,
26,9.858206110026286,1.9063751446975534,-1.1309235475471353,-0.9165638812811486,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,10,256,75,1.0,
52,5.128223775430138,-8.557270821421765,-1.0440212254080674,9.037738853024846,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,10,256,75,100000.0,
46,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,64,256,75,100.0,
47,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,10,256,75,10000.0,
48,5.128223775430138,-7.87116447493806,-1.0253156511469377,8.58356566396567,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,64,256,75,100000.0,
49,5.128223775430138,-8.290451686678104,-0.6886153144466011,9.285165681804024,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,256,256,75,10000.0,
50,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,64,256,75,10000.0,
51,5.128223775430138,-8.290451686678104,-0.6886153144466011,9.285165681804024,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,256,256,75,100000.0,
57,5.128223775430138,-8.423861254049932,-1.0253156511469377,9.018279814301358,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,64,256,75,100000.0,
53,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,64,256,75,100000.0,
44,5.128223775430138,-8.423861254049932,-1.0253156511469377,9.018279814301358,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,64,256,75,10000.0,
61,5.128223775430138,-8.59538784067086,-1.0627267996691974,9.264263689603592,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,256,256,75,100000.0,
60,5.128223775430138,-8.36668572517629,-0.6886153144466011,9.337028041202922,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,10,256,75,1000.0,
55,5.128223775430138,-4.154755098151324,-1.0253156511469377,4.770329725575064,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,256,256,75,100000.0,
59,5.128223775430138,-8.59538784067086,-1.0627267996691974,9.264263689603592,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,256,256,75,10000.0,
56,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,10,256,75,100000.0,
58,5.128223775430138,-8.59538784067086,-1.0627267996691974,9.264263689603592,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,256,256,75,1000.0,
54,5.128223775430138,-8.36668572517629,-0.6886153144466011,9.337028041202922,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,10,256,75,100000.0,
31,5.128223775430138,-8.423861254049932,-1.0253156511469377,9.018279814301358,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,64,256,75,100.0,
43,5.128223775430138,-8.36668572517629,-0.6886153144466011,9.337028041202922,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,10,256,75,10000.0,
42,5.128223775430138,-8.423861254049932,-1.0253156511469377,9.018279814301358,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,64,256,75,1000.0,
13,5.128223775430138,-44.40815346564967,-1.1602896487472891,45.133049906543995,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,10,256,75,10.0,
15,5.128223775430138,-22.396913263203277,-1.2865819242997152,23.95760036179583,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,64,256,75,1.0,
19,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,64,256,75,10.0,
21,5.128223775430138,-1.753265598868416,-1.117530306516427,3.112104590520259,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,10,256,75,10.0,
24,5.128223775430138,-8.290451686678104,-0.6886153144466011,9.285165681804024,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,256,256,75,10.0,
28,5.128223775430138,-8.36668572517629,-0.6886153144466011,9.337028041202922,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,10,256,75,100.0,
32,5.128223775430138,-10.0872466987983,-0.9240069405658302,11.400175666253581,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.01,256,256,75,100.0,
33,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,10,256,75,100.0,
34,5.128223775430138,-8.290451686678104,-0.6886153144466011,9.285165681804024,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,256,256,75,100.0,
35,5.128223775430138,-8.557270821421765,-1.0440212254080674,9.037738853024846,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,10,256,75,1000.0,
37,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,10,256,75,1000.0,
38,5.128223775430138,-8.557270821421765,-1.0440212254080674,9.037738853024846,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,10,256,75,10000.0,
40,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,64,256,75,1000.0,
41,5.128223775430138,-7.87116447493806,-1.0253156511469377,8.58356566396567,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.001,64,256,75,10000.0,
62,5.128223775430138,-8.290451686678104,-0.6886153144466011,9.285165681804024,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,256,256,75,1000.0,
7,4.986904477924442,-0.964572348220147,-0.8405559095650718,2.266841892073158,10,gs_split-cub,MAS,2020-11-16-07-42-0,gs_split-cub,MAS,0.1,10,256,75,0.1,
38,76.16574213797311,-2.00365797122271,-0.7680574650649441,2.0228481458532994,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,64,256,75,1000.0,
33,75.59607992325138,-3.3872571791238784,-0.34244270511199587,3.3872571791238784,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,10,256,75,1000.0,
26,73.18684360380345,-8.606036868165429,-0.6294712327083776,8.606036868165429,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,10,256,75,100.0,
29,73.1028486687652,-7.960620320111547,-0.8846473154094611,7.960620320111547,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,64,256,75,100.0,
49,71.45185120613098,-9.200897091739833,-0.3527127241160326,9.239277441001011,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,10,256,75,10000.0,
18,71.3699434742398,-10.492935315016354,-0.5547332918787524,10.492935315016354,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,10,256,75,10.0,
21,71.15140608923392,-10.15452260468719,-0.8238111092769014,10.15452260468719,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,64,256,75,10.0,
30,71.0099783857406,-8.591259715429404,-0.7900478799883631,8.591259715429404,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,256,256,75,100.0,
7,70.89835882031346,-11.03768550828702,-0.6705786404469165,11.03768550828702,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,10,256,75,0.1,
14,70.83365376547546,-10.273822534679022,-0.7456182791091029,10.273822534679022,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,64,256,75,1.0,
1,70.7589097485672,-11.073136875195782,-0.6111039426189024,11.073136875195782,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,10,256,75,1.0,
0,70.47080561828668,-10.941941459551726,-0.7861218777522336,10.941941459551726,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,64,256,75,0.1,
22,68.6563847842945,-11.383243481658734,-0.651325923530003,11.383243481658734,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,256,256,75,10.0,
34,68.35154848599444,-12.926409685117253,0.348422699659753,12.926409685117253,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,256,256,75,100.0,
41,68.00872688219974,-12.952727476176067,-0.08884952899022765,12.952727476176067,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,10,256,75,1000.0,
8,67.88052850036688,-12.13172622965289,-0.7684424531952095,12.13172622965289,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,256,256,75,0.1,
12,67.86238767994888,-12.285216052733524,-0.6525515429611877,12.285216052733524,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,256,256,75,1.0,
4,67.77990517369835,-12.53006397534881,0.17933443869463833,12.53006397534881,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,256,256,75,0.1,
36,67.04103022531902,-14.048429497971489,0.142843984084654,14.048429497971489,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,256,256,75,1.0,
28,66.79558075715661,-14.895431062966667,-1.167692013608935,14.895431062966667,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,10,256,75,100.0,
13,66.71770728936183,-14.452291379242237,-0.8115976445287431,14.452291379242237,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,10,256,75,1.0,
6,66.57037583037314,-14.451636813566292,-0.9549289777952072,14.451636813566292,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,10,256,75,0.1,
24,66.44946430900123,-13.926002035157047,0.2580066797031195,13.926002035157047,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,256,256,75,10.0,
37,64.70032163565983,-16.885040140815516,-1.0919600205605375,16.885040140815516,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,10,256,75,10.0,
23,57.31570174011606,-17.04245707399069,-0.825969093766648,17.04245707399069,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,64,256,75,100.0,
25,56.6221463303386,-23.129648350440895,-0.9099165215111878,23.129648350440895,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,64,256,75,10.0,
19,56.358925953246555,-20.28840488748394,-0.8833736335486286,20.28840488748394,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,64,256,75,10.0,
3,56.19177096864733,-20.380417113751687,-0.5421034256185848,20.380417113751687,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,64,256,75,1.0,
5,56.12810240685771,-20.490980474693718,-0.4843554680106366,20.490980474693718,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,64,256,75,0.1,
2,51.79419434841333,-29.083864737115885,0.40415063031621035,29.083864737115885,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,64,256,75,0.1,
15,51.39475742862012,-28.494732966902582,0.008286846038054692,28.494732966902582,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,64,256,75,1.0,
11,23.748433896719522,-19.01433651094019,0.11751241785623111,19.01433651094019,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,256,256,75,10.0,
10,23.74557561515018,-18.98046987409128,0.4495839199801558,18.98046987409128,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,256,256,75,0.1,
16,23.654895487363344,-19.21440802188638,0.4476915189106272,19.21440802188638,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,256,256,75,1.0,
27,22.035725486437173,-15.149012433057639,-0.4253068183632364,15.149012433057639,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,256,256,75,100.0,
50,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,10,256,75,10000.0,
51,5.128223775430138,-68.75541326812878,-0.9797524064813258,68.81298932610135,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,10,256,75,10000.0,
52,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,64,256,75,10000.0,
53,5.128223775430138,-16.207850694223865,-1.3265071011142824,16.86045123232195,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,10,256,75,100000.0,
54,5.128223775430138,-8.290451686678104,-0.6886153144466011,9.285165681804024,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,256,256,75,10000.0,
59,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,64,256,75,100000.0,
55,5.128223775430138,-7.87116447493806,-1.0253156511469377,8.58356566396567,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,64,256,75,100000.0,
56,5.128223775430138,-4.154755098151324,-1.0253156511469377,4.770329725575064,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,256,256,75,100000.0,
61,5.128223775430138,-8.59538784067086,-1.0627267996691974,9.264263689603592,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,256,256,75,100000.0,
48,5.128223775430138,-7.87116447493806,-1.0253156511469377,8.58356566396567,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,64,256,75,10000.0,
58,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,10,256,75,100000.0,
60,5.128223775430138,-8.423861254049932,-1.0253156511469377,9.018279814301358,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,64,256,75,100000.0,
57,5.128223775430138,-49.29620906768264,-0.6800703768859516,50.048969420295535,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,10,256,75,100000.0,
31,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,10,256,75,100.0,
47,5.128223775430138,-8.59538784067086,-1.0627267996691974,9.264263689603592,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,256,256,75,10000.0,
46,5.128223775430138,-8.08080808080808,-1.100137948191457,9.078220308301876,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,64,256,75,1000.0,
45,5.128223775430138,-49.40804952665883,-0.18773510636235224,50.44008852089243,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,256,256,75,1000.0,
44,5.128223775430138,-4.154755098151324,-1.0253156511469377,4.770329725575064,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,256,256,75,10000.0,
43,5.128223775430138,-8.423861254049932,-1.0253156511469377,9.018279814301358,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,64,256,75,10000.0,
42,5.128223775430138,-25.021957200897514,-1.3425219268253659,26.102569329642282,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.01,256,256,75,1000.0,
40,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,10,256,75,1000.0,
39,5.128223775430138,-11.738478297983969,-0.910899828171118,12.76092241023101,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,256,256,75,1000.0,
35,5.128223775430138,-55.357687350991775,-0.9046648586125089,55.357687350991775,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.001,64,256,75,1000.0,
32,5.128223775430138,-56.00913564972379,-0.3217175587800458,56.665249386034574,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,64,256,75,100.0,
20,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,10,256,75,10.0,
17,5.128223775430138,-0.5526967791118734,-0.5950874431409521,1.638746577214924,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,10,256,75,1.0,
62,5.128223775430138,-8.290451686678104,-0.6886153144466011,9.285165681804024,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,256,256,75,100000.0,
9,4.920652247592699,-1.1142169423091854,-0.8593883012788194,2.1348602885635612,10,gs_split-cub,EWC,2020-11-16-07-42-0,gs_split-cub,EWC,0.1,10,256,75,0.1,
